Price,Area,AddressStreet,AddressStreetNumber,District,BedroomQuantity,Link,Latitue,Longitude,Source
520000,65.51,rua la plata,850,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/117580,-30.0521116,-51.1883924,AUXILIADORA
530000,81.84,rua dario pederneiras,668,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/266548,-30.0500236,-51.1942665,AUXILIADORA
532000,78.68,avenida coronel lucas de oliveira,2608,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/351998,-30.0457422,-51.1952472,AUXILIADORA
535000,55.1,rua professor cristiano fischer,818,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/321962,-30.0468171,-51.1719784,AUXILIADORA
512000,82.59,avenida coronel lucas de oliveira,2808,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/311884,-30.0474369,-51.195615,AUXILIADORA
540000,81.14,rua dario pederneiras,668,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/328885,-30.0500236,-51.1942665,AUXILIADORA
510000,73.72,avenida itaqui,194,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/147375,-30.0418637,-51.1885047,AUXILIADORA
545000,55,rua professor cristiano fischer,818,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/163781,-30.0468171,-51.1719784,AUXILIADORA
549500,77,avenida alegrete,139,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/373527,-30.0398626,-51.1884639,AUXILIADORA
550000,74.19,avenida coronel lucas de oliveira,2412,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/376173,-30.0439425,-51.1947977,AUXILIADORA
500000,82,rua barao do amazonas,467,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/372889,-30.0479574,-51.1862574,AUXILIADORA
500000,78.68,avenida coronel lucas de oliveira,2608,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/247558,-30.0457422,-51.1952472,AUXILIADORA
500000,93.6,rua guilherme alves,1273,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/212208,-30.0587437,-51.1905395,AUXILIADORA
499000,74.86,avenida bage,528,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/388091,-30.0401005,-51.1844238,AUXILIADORA
499000,66,avenida ijui,548,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/400569,-30.0389858,-51.1874832,AUXILIADORA
497000,67.32,avenida neusa goulart brizola,555,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/326929,-30.038723,-51.1934547,AUXILIADORA
557000,65,avenida coronel lucas de oliveira,2110,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/348455,-30.0413786,-51.1943482,AUXILIADORA
495000,71.34,avenida coronel lucas de oliveira,2786,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/390883,-30.0472077,-51.195615,AUXILIADORA
495000,79.65,avenida lageado,407,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/368303,-30.0398946,-51.185512,AUXILIADORA
495000,74.42,praça tamandare,52,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/353115,-30.0421615,-51.1817425,AUXILIADORA
495000,87,avenida nilopolis,215,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/316665,-30.038464,-51.1892198,AUXILIADORA
495000,85.41,rua professor cristiano fischer,152,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/266008,-30.041307,-51.171718999999996,AUXILIADORA
495000,52.48,rua riveira,280,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/149788,-30.0469004,-51.1897051,AUXILIADORA
495000,55.1,rua professor cristiano fischer,818,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/43223,-30.0468171,-51.1719784,AUXILIADORA
490000,85,rua joao abbott,577,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/365844,-30.0412259,-51.1839036,AUXILIADORA
488000,84,rua barao do amazonas,379,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/263363,-30.0471232,-51.1860837,AUXILIADORA
568000,92.22,avenida coronel lucas de oliveira,2571,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/207340,-30.0453205,-51.1959011,AUXILIADORA
575000,72.28,avenida coronel lucas de oliveira,1476,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/354859,-30.03554729999999,-51.1940622,AUXILIADORA
576000,75.41,rua dona eugenia,1227,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/113571,-30.0425853,-51.1928771,AUXILIADORA
480000,75.31,avenida protasio alves,5188,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/383796,-30.0405114,-51.1595253,AUXILIADORA
480000,124.95,avenida palmeira,465,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/393322,-30.0372874,-51.1808028,AUXILIADORA
580000,82.74,avenida coronel lucas de oliveira,2075,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/180012,-30.0409906,-51.1948795,AUXILIADORA
477000,60.84,avenida bage,460,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/294923,-30.0402851,-51.1850725,AUXILIADORA
584000,65,avenida coronel lucas de oliveira,2110,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/348459,-30.0413786,-51.1943482,AUXILIADORA
590000,75,avenida coronel lucas de oliveira,557,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/392416,-30.0274948,-51.1949264,AUXILIADORA
590000,89.27,rua ferreira viana,475,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/169879,-30.0465353,-51.1880961,AUXILIADORA
590000,74.1,rua coronel corte real,310,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/301387,-30.0433361,-51.1935513,AUXILIADORA
590000,74.4,rua riveira,520,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/210277,-30.0478886,-51.1878407,AUXILIADORA
470000,69.7,rua santa cecilia,1630,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/154911,-30.0413469,-51.1979853,AUXILIADORA
596000,126.7,avenida coronel lucas de oliveira,2547,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/196634,-30.0450508,-51.19583979999999,AUXILIADORA
599000,63.21,avenida coronel lucas de oliveira,2110,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/369895,-30.0413786,-51.1943482,AUXILIADORA
599000,72.12,rua riveira,619,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/377054,-30.048416,-51.18677839999999,AUXILIADORA
599000,72.24,avenida bage,996,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/93216,-30.0380635,-51.1807824,AUXILIADORA
465000,74.12,rua joao abbott,283,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/398420,-30.0422446,-51.1867477,AUXILIADORA
620000,62.64,rua barao do amazonas,156,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/352336,-30.0453132,-51.1849786,AUXILIADORA
620000,71.85,rua sinimbu,271,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/169447,-30.0398339,-51.1814769,AUXILIADORA
620000,80,rua felizardo furtado,154,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/320797,-30.0451142,-51.18359400000001,AUXILIADORA
620000,91.7,rua riveira,308,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/197331,-30.0467904,-51.1894854,AUXILIADORA
622417,74.99,rua visconde de duprat,268,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/268514,-30.0413471,-51.176942,AUXILIADORA
450000,74.8,rua coronel corte real,847,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/342751,-30.0478819,-51.1952472,AUXILIADORA
450000,62.23,avenida coronel lucas de oliveira,2695,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/239284,-30.0463244,-51.1960135,AUXILIADORA
450000,75.32,avenida protasio alves,5128,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/159719,-30.0402396,-51.1601326,AUXILIADORA
450000,75.32,avenida protasio alves,5128,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/159722,-30.0402396,-51.1601326,AUXILIADORA
450000,75.32,avenida protasio alves,5128,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/159725,-30.0402396,-51.1601326,AUXILIADORA
449000,70.25,avenida coronel lucas de oliveira,2786,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/135697,-30.0472077,-51.195615,AUXILIADORA
447000,63.47,avenida coronel lucas de oliveira,1561,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/148444,-30.03633109999999,-51.1949408,AUXILIADORA
636000,89,rua barao do amazonas,888,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/351587,-30.0516919,-51.1872493,AUXILIADORA
636000,77.02,avenida ijui,628,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/212496,-30.038231,-51.1876407,AUXILIADORA
640000,93.08,avenida coronel lucas de oliveira,2571,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/344158,-30.0453205,-51.1959011,AUXILIADORA
640000,101.73,rua riveira,281,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/379170,-30.0471935,-51.1897102,AUXILIADORA
640000,71.01,rua felipe de oliveira,1179,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/312543,-30.0446404,-51.1898941,AUXILIADORA
649000,79,rua felizardo furtado,154,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/376456,-30.0451142,-51.18359400000001,AUXILIADORA
440000,78.99,avenida protasio alves,3655,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/397308,-30.0387414,-51.1744245,AUXILIADORA
440000,80.15,rua carazinho,613,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/253629,-30.0379078,-51.1845004,AUXILIADORA
650000,90,rua faria santos,500,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/387006,-30.0472799,-51.19067039999999,AUXILIADORA
650000,73.79,rua barao do amazonas,368,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/257535,-30.0471279,-51.1855219,AUXILIADORA
650000,68.07,rua eca de queiroz,194,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/241157,-30.04354549999999,-51.1916307,AUXILIADORA
660000,71.88,rua joao abbott,391,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/354558,-30.0417978,-51.1856896,AUXILIADORA
435000,74.12,rua joao abbott,283,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/303706,-30.0422446,-51.1867477,AUXILIADORA
430000,93,rua eca de queiroz,797,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/338960,-30.0483227,-51.1933879,AUXILIADORA
429000,74.49,rua general souza doca,242,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/165174,-30.046286,-51.1861757,AUXILIADORA
680000,72.89,rua barao do amazonas,159,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/337265,-30.0451831,-51.1854504,AUXILIADORA
425000,75.32,avenida protasio alves,5128,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/159704,-30.0402396,-51.1601326,AUXILIADORA
690000,71.67,rua guilherme alves,60,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/390687,-30.0478175,-51.1845413,AUXILIADORA
422000,74,rua felipe de oliveira,578,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/160799,-30.0430923,-51.1959215,AUXILIADORA
695000,65.12,rua faria santos,710,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/385527,-30.049278,-51.1909769,AUXILIADORA
695000,74.78,avenida guapore,431,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/327491,-30.0361195,-51.18090489999999,AUXILIADORA
695000,59,rua curvelo,130,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/277049,-30.0394231,-51.174435,AUXILIADORA
698000,88.6,rua passo da patria,227,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/393482,-30.0378126,-51.1932514,AUXILIADORA
699000,63.39,travessa professor tupi caldas,28,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/379740,-30.0381789,-51.1785659,AUXILIADORA
699000,80.36,rua desembargador alves nogueira,55,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/261145,-30.0317528,-51.1816404,AUXILIADORA
699000,63.54,rua sao mateus,193,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/207492,-30.0425641,-51.170827,AUXILIADORA
420000,71.06,rua dario pederneiras,522,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/400047,-30.0486881,-51.1939702,AUXILIADORA
420000,90,avenida coronel lucas de oliveira,1887,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/47668,-30.0392831,-51.19485900000001,AUXILIADORA
420000,78.06,avenida coronel lucas de oliveira,1668,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/294919,-30.037338,-51.1942665,AUXILIADORA
420000,71.97,avenida lavras,361,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/211146,-30.0390586,-51.1880757,AUXILIADORA
420000,70.68,rua coronel corte real,687,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/153504,-30.0465167,-51.1948386,AUXILIADORA
712500,75.14,rua doutor joao dutra,34,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/390801,-30.0455576,-51.193868,AUXILIADORA
715000,64.47,rua eca de queiroz,194,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/399948,-30.04354549999999,-51.1916307,AUXILIADORA
719000,65.12,rua faria santos,710,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/151606,-30.049278,-51.1909769,AUXILIADORA
720000,68,rua riveira,619,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/381722,-30.048416,-51.18677839999999,AUXILIADORA
410000,75.32,avenida protasio alves,5128,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/391562,-30.0402396,-51.1601326,AUXILIADORA
730000,77.34,rua dona oti,103,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/312916,-30.0459021,-51.1847456,AUXILIADORA
730000,75.05,rua coronel corte real,680,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/260471,-30.0464819,-51.1945004,AUXILIADORA
744800,73.5,rua coronel corte real,310,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/326246,-30.0433361,-51.1935513,AUXILIADORA
750000,81,rua desembargador alves nogueira,55,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/333140,-30.0317528,-51.1816404,AUXILIADORA
750000,94.43,rua dario pederneiras,503,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/122400,-30.04849,-51.1944708,AUXILIADORA
400000,57.9,avenida protasio alves,7355,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/390790,-30.0434382,-51.13786650000001,AUXILIADORA
400000,66,rua engenheiro antonio carlos tibirica,370,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/372158,-30.0474602,-51.1742797,AUXILIADORA
400000,90,rua felipe de oliveira,548,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/95882,-30.0431811,-51.1962955,AUXILIADORA
398000,63.97,rua felipe de oliveira,752,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/256629,-30.0435138,-51.1942256,AUXILIADORA
395000,79.18,rua general souza doca,100,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/350796,-30.0447251,-51.1857158,AUXILIADORA
395000,76.57,avenida coronel lucas de oliveira,1960,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/167866,-30.0401546,-51.1942278,AUXILIADORA
395000,74.97,avenida coronel lucas de oliveira,1538,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/307341,-30.03619579999999,-51.19403149999999,AUXILIADORA
785000,74.24,avenida lavras,247,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/320896,-30.0391754,-51.189311,AUXILIADORA
393600,53.6,rua ferreira viana,853,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/390267,-30.04748339999999,-51.1844596,AUXILIADORA
790000,94.72,avenida palmeira,275,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/299623,-30.0380765,-51.1790664,AUXILIADORA
791000,79.37,rua dario pederneiras,328,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/279265,-30.0467838,-51.19355729999999,AUXILIADORA
795000,95,avenida palmeira,275,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/376300,-30.0380765,-51.1790664,AUXILIADORA
795000,65.24,rua gutemberg,101,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/298324,-30.0405212,-51.1726423,AUXILIADORA
799000,105.87,avenida bage,954,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/310185,-30.0383736,-51.18090489999999,AUXILIADORA
800000,92.98,avenida lageado,181,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/19349,-30.040538,-51.187789,AUXILIADORA
801000,74.24,avenida lavras,247,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/320897,-30.0391754,-51.189311,AUXILIADORA
390000,86.78,rua dona eugenia,964,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/294466,-30.0416943,-51.1955883,AUXILIADORA
389000,76,avenida coronel lucas de oliveira,1960,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/62568,-30.0401546,-51.1942278,AUXILIADORA
387000,56.82,avenida montenegro,135,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/287201,-30.0413213,-51.1803738,AUXILIADORA
818000,74.24,avenida lavras,247,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/320900,-30.0391754,-51.189311,AUXILIADORA
820000,96.07,avenida palmeira,660,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/382790,-30.0367223,-51.1827435,AUXILIADORA
820000,72.24,avenida bage,996,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/108920,-30.0380635,-51.1807824,AUXILIADORA
385000,60.15,avenida protasio alves,4280,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/342758,-30.0407268,-51.1689956,AUXILIADORA
830000,59.43,rua curvelo,130,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/348418,-30.0394231,-51.174435,AUXILIADORA
834000,74.24,avenida lavras,247,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/320902,-30.0391754,-51.189311,AUXILIADORA
840000,75,avenida taquara,403,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/361364,-30.0422709,-51.1840579,AUXILIADORA
840000,90.64,rua borges do canto,189,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/292399,-30.0452648,-51.1881779,AUXILIADORA
380000,67.53,avenida coronel lucas de oliveira,1853,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/127878,-30.0390059,-51.1949408,AUXILIADORA
849000,69.37,rua mario antunes da cunha,511,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/360047,-30.0428238,-51.17761609999999,AUXILIADORA
850000,68.5,rua mario antunes da cunha,511,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/192838,-30.0428238,-51.17761609999999,AUXILIADORA
851000,116,rua mariz e barros,167,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/328218,-30.0461963,-51.18202849999999,AUXILIADORA
851000,74.24,avenida lavras,247,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/320905,-30.0391754,-51.189311,AUXILIADORA
862000,80,rua guararapes,193,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/239306,-30.0449776,-51.18184230000001,AUXILIADORA
376000,76,avenida coronel lucas de oliveira,1960,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/388166,-30.0401546,-51.1942278,AUXILIADORA
870000,109.88,rua luiz so,80,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/366672,-30.0392183,-51.1932944,AUXILIADORA
375000,92.88,rua eca de queiroz,797,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/302556,-30.0483227,-51.1933879,AUXILIADORA
375000,104.2,avenida protasio alves,3333,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/270329,-30.0402195,-51.1767745,AUXILIADORA
888000,73.18,avenida senador tarso dutra,431,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/402071,-30.0422936,-51.173762,AUXILIADORA
890000,77.07,rua mario antunes da cunha,116,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/327908,-30.0425505,-51.1757368,AUXILIADORA
900000,68.5,rua mario antunes da cunha,511,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/188510,-30.0428238,-51.17761609999999,AUXILIADORA
370000,78.4,rua felizardo furtado,111,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/306919,-30.0447367,-51.183907,AUXILIADORA
370000,69.92,avenida bage,356,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/300278,-30.0407176,-51.186094,AUXILIADORA
370000,60,rua buenos aires,437,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/31251,-30.049832,-51.1887348,AUXILIADORA
368000,67.95,rua sao mateus,1100,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/331850,-30.05151639999999,-51.1689146,AUXILIADORA
940000,77.07,rua mario antunes da cunha,116,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/322470,-30.0425505,-51.1757368,AUXILIADORA
949000,97,rua guararapes,455,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/392677,-30.0455251,-51.1797201,AUXILIADORA
960000,77.07,rua mario antunes da cunha,116,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/373687,-30.0425505,-51.1757368,AUXILIADORA
360000,62.01,rua barao do amazonas,340,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/361913,-30.0468844,-51.1854811,AUXILIADORA
360000,65.51,avenida coronel lucas de oliveira,2920,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/393429,-30.0483471,-51.1961052,AUXILIADORA
360000,65.81,rua perpetua teles,10,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/344985,-30.0402236,-51.191692,AUXILIADORA
995000,77.07,avenida senador tarso dutra,577,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/330916,-30.0433561,-51.1752399,AUXILIADORA
350000,71.02,rua joao abbott,660,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/392066,-30.0408165,-51.18325429999999,AUXILIADORA
350000,80.14,rua eca de queiroz,797,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/293384,-30.0483227,-51.1933879,AUXILIADORA
350000,86,rua borges do canto,281,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/241852,-30.0460461,-51.1884387,AUXILIADORA
350000,79.15,avenida taquara,274,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/157137,-30.0425244,-51.1853585,AUXILIADORA
349900,76.94,avenida taquara,129,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/321530,-30.0431376,-51.1867886,AUXILIADORA
349000,74.97,avenida coronel lucas de oliveira,1538,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/334096,-30.03619579999999,-51.19403149999999,AUXILIADORA
349000,57,rua luiz so,35,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/345790,-30.0395834,-51.1940213,AUXILIADORA
1060000,86.2,avenida luiz manoel gonzaga,470,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/69143,-30.0344172,-51.1772279,AUXILIADORA
1100000,81,rua curvelo,130,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/336610,-30.0394231,-51.174435,AUXILIADORA
1100000,154,avenida itajai,40,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/391870,-30.0388673,-51.1835811,AUXILIADORA
1121000,97.37,rua guararapes,455,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/304364,-30.0455251,-51.1797201,AUXILIADORA
340000,90.56,rua guilherme alves,283,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/391922,-30.0497535,-51.1855528,AUXILIADORA
340000,57.9,avenida protasio alves,7355,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/378297,-30.0434382,-51.13786650000001,AUXILIADORA
340000,76.71,avenida bage,379,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/301689,-30.0408769,-51.18575939999999,AUXILIADORA
340000,81.42,rua vicente da fontoura,2547,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/178893,-30.039705,-51.1957809,AUXILIADORA
1150000,105,avenida alegrete,453,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/400990,-30.0390096,-51.1853127,AUXILIADORA
1175000,85,travessa professor tupi caldas,80,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/365376,-30.0376437,-51.1789155,AUXILIADORA
1200000,110.32,avenida toropi,108,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/321719,-30.0391825,-51.180047,AUXILIADORA
1205803,90.31,rua borges do canto,189,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/292649,-30.0452648,-51.1881779,AUXILIADORA
1250000,107.73,avenida lageado,1091,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/321482,-30.0361882,-51.1800061,AUXILIADORA
330000,80.61,avenida coronel lucas de oliveira,1745,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/390109,-30.03797569999999,-51.1948079,AUXILIADORA
1290000,107.73,avenida lageado,1071,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/273942,-30.0363333,-51.1800836,AUXILIADORA
1350000,102.6,avenida toropi,108,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/293884,-30.0391825,-51.180047,AUXILIADORA
1400000,97.6,rua desembargador alves nogueira,55,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/193791,-30.0317528,-51.1816404,AUXILIADORA
1412145,110,travessa professor tupi caldas,80,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/254163,-30.0376437,-51.1789155,AUXILIADORA
1452758,107.04,travessa professor tupi caldas,80,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/254166,-30.0376437,-51.1789155,AUXILIADORA
320000,61.64,rua sao mateus,201,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/388903,-30.0426812,-51.1710184,AUXILIADORA
320000,56.89,rua ferreira viana,190,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/366574,-30.0456835,-51.1905106,AUXILIADORA
320000,84.88,avenida protasio alves,3563,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/286546,-30.0388446,-51.175361,AUXILIADORA
320000,58,avenida lavras,512,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/304092,-30.038032,-51.1868294,AUXILIADORA
320000,60,avenida coronel lucas de oliveira,2730,petrópolis,2,https://www.auxiliadorapredial.com.br/imovel/venda/251050,-30.0466922,-51.1954516,AUXILIADORA
